loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
10625.0,0.1612,374.18,RENT,104000.0,Verified,n,14.48,0.0,1.0,5.0,0.0,8016.0,8.0,w,0.0,0.0,4480.64,4480.64,2992.09,1488.55,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,31952.0,0.0,1.0,1.0,2.0,10.0,23936.0,71.0,2.0,3.0,814.0,55.0,24500.0,4.0,0.0,9.0,5.0,6390.0,10086.0,7.5,0.0,0.0,19.0,132.0,12.0,10.0,2.0,23.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,0.0,58183.0,31952.0,10900.0,33683.0,N,N,high_risk
14000.0,0.1612,341.35,RENT,50000.0,Not Verified,n,21.46,0.0,0.0,11.0,0.0,11477.0,16.0,w,12000.06,12000.06,4766.37,4766.37,1999.94,2766.43,0.0,0.0,0.0,682.7,0.0,1.0,Joint App,0.0,0.0,24346.0,0.0,1.0,1.0,2.0,8.0,12869.0,86.0,0.0,1.0,3689.0,43.0,42200.0,2.0,0.0,1.0,3.0,2213.0,22841.0,31.4,0.0,0.0,92.0,159.0,14.0,8.0,0.0,44.0,8.0,0.0,6.0,8.0,7.0,8.0,4.0,10.0,12.0,8.0,11.0,0.0,0.0,0.0,1.0,100.0,28.6,0.0,0.0,57200.0,24346.0,33300.0,15000.0,N,N,high_risk
25000.0,0.1862,911.61,OWN,80000.0,Source Verified,n,26.82,0.0,1.0,18.0,0.0,42309.0,34.0,w,0.0,0.0,7241.16,7241.16,4380.5,2860.66,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,329537.0,2.0,4.0,0.0,2.0,16.0,24267.0,68.0,2.0,4.0,14582.0,59.0,77900.0,0.0,0.0,1.0,6.0,18308.0,16170.0,65.0,0.0,0.0,99.0,155.0,1.0,1.0,4.0,1.0,4.0,0.0,4.0,9.0,5.0,12.0,10.0,12.0,20.0,9.0,18.0,0.0,0.0,0.0,2.0,100.0,40.0,0.0,0.0,395675.0,66576.0,46200.0,35775.0,N,N,high_risk
11200.0,0.1033,363.14,RENT,41000.0,Verified,n,44.38,0.0,1.0,9.0,0.0,13613.0,18.0,w,9976.03,9976.03,2535.55,2535.55,1223.97,1311.58,0.0,0.0,0.0,363.14,0.0,1.0,Joint App,0.0,0.0,48122.0,1.0,1.0,0.0,2.0,21.0,34509.0,48.0,1.0,2.0,3082.0,67.0,17000.0,3.0,0.0,2.0,4.0,5347.0,1502.0,85.4,0.0,0.0,140.0,155.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,7.0,5.0,7.0,7.0,7.0,11.0,7.0,9.0,0.0,0.0,0.0,1.0,100.0,80.0,0.0,0.0,63424.0,48122.0,10300.0,46424.0,N,N,high_risk
5000.0,0.16949999999999998,178.14,RENT,120000.0,Source Verified,n,11.96,0.0,0.0,17.0,0.0,25238.0,23.0,w,3108.01,3108.01,2845.53,2845.53,1891.99,953.54,0.0,0.0,0.0,178.14,0.0,1.0,Individual,0.0,0.0,57637.0,1.0,1.0,1.0,1.0,9.0,31674.0,82.0,2.0,3.0,5995.0,23.0,127500.0,1.0,0.0,1.0,5.0,3390.0,101062.0,20.0,0.0,0.0,98.0,179.0,6.0,6.0,0.0,6.0,9.0,0.0,10.0,10.0,13.0,16.0,5.0,14.0,17.0,10.0,17.0,0.0,0.0,0.0,3.0,100.0,30.8,0.0,0.0,170196.0,57637.0,126300.0,41854.0,N,N,high_risk
40000.0,0.124,897.89,MORTGAGE,180000.0,Source Verified,n,15.38,0.0,0.0,13.0,0.0,4371.0,50.0,w,0.0,0.0,9849.23,9849.23,5607.29,4241.94,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,655936.0,1.0,5.0,2.0,4.0,6.0,294136.0,68.0,0.0,0.0,2732.0,22.0,52200.0,2.0,5.0,5.0,4.0,50457.0,40929.0,9.6,0.0,0.0,154.0,231.0,34.0,6.0,3.0,62.0,4.0,0.0,2.0,2.0,5.0,8.0,30.0,6.0,16.0,2.0,13.0,0.0,0.0,0.0,2.0,100.0,20.0,0.0,0.0,706805.0,298814.0,45300.0,264928.0,N,N,high_risk
6025.0,0.2305,233.39,RENT,120000.0,Source Verified,n,27.84,0.0,0.0,8.0,0.0,14357.0,13.0,w,5749.5,5749.5,1859.42,1859.42,275.5,1583.92,0.0,0.0,0.0,233.39,0.0,1.0,Individual,0.0,0.0,107332.0,1.0,3.0,1.0,3.0,1.0,92975.0,74.0,0.0,0.0,6176.0,41.0,62300.0,2.0,1.0,0.0,3.0,13417.0,47943.0,23.0,0.0,0.0,78.0,60.0,39.0,1.0,0.0,40.0,15.0,0.0,5.0,5.0,5.0,6.0,6.0,5.0,7.0,5.0,8.0,0.0,0.0,0.0,1.0,92.3,0.0,0.0,0.0,169823.0,107332.0,62300.0,107523.0,N,N,high_risk
9550.0,0.20550000000000002,357.6,RENT,45000.0,Verified,n,36.32,0.0,1.0,15.0,0.0,5551.0,27.0,w,0.0,0.0,1912.76,1912.76,548.06,1364.7,0.0,0.0,0.0,357.6,0.0,1.0,Joint App,0.0,0.0,48648.0,1.0,6.0,1.0,3.0,8.0,43097.0,78.0,1.0,3.0,1714.0,71.0,13600.0,3.0,1.0,3.0,6.0,3475.0,2682.0,59.4,0.0,0.0,96.0,197.0,3.0,3.0,0.0,3.0,2.0,1.0,3.0,5.0,4.0,7.0,11.0,9.0,16.0,5.0,15.0,0.0,0.0,0.0,2.0,92.6,66.7,0.0,0.0,68823.0,48648.0,6600.0,55223.0,N,N,high_risk
3600.0,0.0756,112.09,RENT,55000.0,Source Verified,n,28.54,0.0,1.0,11.0,0.0,12707.0,21.0,w,0.0,0.0,783.12,783.12,578.05,205.07,0.0,0.0,0.0,112.09,0.0,1.0,Individual,0.0,230.0,48131.0,1.0,3.0,2.0,3.0,6.0,35424.0,82.0,0.0,1.0,9209.0,55.0,45100.0,2.0,1.0,3.0,4.0,4376.0,23363.0,34.6,0.0,0.0,142.0,312.0,18.0,6.0,0.0,18.0,6.0,0.0,3.0,4.0,6.0,8.0,6.0,8.0,15.0,4.0,11.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,88253.0,48131.0,35700.0,43153.0,N,N,high_risk
15000.0,0.08810000000000001,310.0,MORTGAGE,60000.0,Not Verified,n,14.68,0.0,0.0,9.0,0.0,14276.0,12.0,w,0.0,0.0,3092.66,3092.66,2066.09,1026.57,0.0,0.0,0.0,310.0,0.0,1.0,Individual,0.0,728.0,37807.0,0.0,1.0,1.0,1.0,9.0,23531.0,93.0,2.0,3.0,4652.0,75.0,25200.0,1.0,2.0,7.0,4.0,4201.0,9846.0,57.2,0.0,0.0,86.0,241.0,9.0,9.0,0.0,10.0,9.0,1.0,6.0,7.0,6.0,7.0,3.0,8.0,9.0,7.0,9.0,0.0,0.0,0.0,3.0,91.7,16.7,0.0,0.0,50472.0,37807.0,23000.0,25272.0,N,N,high_risk
16000.0,0.0702,494.18,OWN,40000.0,Verified,n,16.5,0.0,0.0,8.0,0.0,257.0,12.0,w,12820.17,12820.17,4628.58,4628.58,3179.83,1448.75,0.0,0.0,0.0,494.18,0.0,1.0,Individual,0.0,0.0,10462.0,0.0,2.0,2.0,3.0,7.0,10205.0,64.0,0.0,0.0,0.0,33.0,16000.0,1.0,0.0,1.0,3.0,1308.0,9900.0,0.0,0.0,0.0,41.0,205.0,35.0,7.0,0.0,40.0,7.0,0.0,0.0,1.0,3.0,4.0,4.0,6.0,8.0,1.0,8.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,32000.0,10462.0,9900.0,16000.0,N,N,high_risk
8000.0,0.124,267.25,RENT,38537.38,Not Verified,n,14.05,0.0,0.0,9.0,0.0,8342.0,13.0,w,0.0,0.0,8897.93,8897.93,1295.35,736.27,0.0,6866.31,1235.9358,0.0,0.0,1.0,Individual,0.0,0.0,22006.0,0.0,2.0,0.0,1.0,21.0,13664.0,73.0,0.0,1.0,4703.0,49.0,25900.0,2.0,0.0,0.0,2.0,2751.0,17558.0,32.2,0.0,0.0,85.0,115.0,16.0,16.0,0.0,16.0,16.0,1.0,2.0,2.0,6.0,9.0,3.0,7.0,10.0,2.0,9.0,0.0,0.0,0.0,0.0,92.3,0.0,0.0,0.0,44619.0,22006.0,25900.0,18719.0,N,N,high_risk
30000.0,0.0819,611.03,MORTGAGE,76000.0,Source Verified,n,12.54,0.0,0.0,16.0,0.0,13170.0,27.0,w,0.0,0.0,4463.56,4463.56,2881.53,1382.03,0.0,200.0,36.0,611.03,0.0,1.0,Individual,0.0,0.0,255197.0,2.0,7.0,1.0,1.0,11.0,37596.0,85.0,1.0,2.0,4745.0,56.0,47500.0,1.0,0.0,2.0,5.0,15950.0,33330.0,28.3,0.0,0.0,151.0,145.0,3.0,3.0,2.0,3.0,6.0,0.0,6.0,6.0,7.0,10.0,10.0,8.0,15.0,6.0,16.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,296550.0,50766.0,46500.0,44000.0,N,N,high_risk
14000.0,0.20550000000000002,375.22,RENT,32000.0,Not Verified,n,15.38,0.0,0.0,20.0,0.0,6582.0,26.0,w,13225.67,13225.67,4211.44,4211.44,774.33,3437.11,0.0,0.0,0.0,100.0,0.0,1.0,Individual,0.0,0.0,103778.0,0.0,17.0,2.0,4.0,8.0,97196.0,102.0,0.0,1.0,4409.0,94.0,15300.0,4.0,0.0,5.0,5.0,5189.0,5174.0,54.2,0.0,0.0,125.0,80.0,16.0,8.0,0.0,33.0,8.0,0.0,2.0,3.0,2.0,2.0,23.0,3.0,3.0,3.0,20.0,0.0,0.0,0.0,2.0,96.2,50.0,0.0,0.0,110848.0,103778.0,11300.0,95548.0,N,N,high_risk
13150.0,0.2565,527.38,MORTGAGE,150000.0,Not Verified,n,19.75,0.0,0.0,12.0,0.0,36435.0,33.0,w,0.0,0.0,6291.08,6291.08,3303.33,2987.75,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,541265.0,2.0,5.0,2.0,5.0,1.0,57792.0,79.0,1.0,3.0,10174.0,82.0,41900.0,2.0,7.0,1.0,9.0,45105.0,2265.0,94.1,0.0,0.0,197.0,197.0,12.0,1.0,9.0,12.0,12.0,0.0,5.0,5.0,5.0,6.0,12.0,6.0,10.0,5.0,12.0,0.0,0.0,0.0,4.0,100.0,80.0,0.0,0.0,567866.0,94227.0,38700.0,72974.0,N,N,high_risk
13000.0,0.17739999999999997,468.29,MORTGAGE,57000.0,Not Verified,n,28.67,0.0,0.0,7.0,0.0,12776.0,16.0,f,0.0,0.0,3252.41,3252.41,2125.54,1126.87,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,156122.0,1.0,2.0,1.0,3.0,7.0,23004.0,59.0,1.0,3.0,6983.0,65.0,16000.0,0.0,5.0,2.0,7.0,22303.0,120.0,98.4,0.0,0.0,116.0,38.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,4.0,2.0,2.0,9.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,178531.0,35780.0,7700.0,39331.0,N,N,high_risk
6500.0,0.1862,237.02,RENT,120000.0,Source Verified,n,3.59,0.0,1.0,3.0,0.0,5005.0,4.0,w,4048.56,4048.56,3785.6,3785.6,2451.44,1334.16,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,27217.0,1.0,2.0,1.0,1.0,6.0,22212.0,108.0,0.0,0.0,5005.0,106.0,5100.0,1.0,0.0,2.0,1.0,9072.0,95.0,98.1,0.0,0.0,52.0,237.0,120.0,6.0,0.0,237.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,25626.0,27217.0,5100.0,20526.0,N,N,high_risk
25525.0,0.14300000000000002,597.9,MORTGAGE,88000.0,Verified,n,18.48,1.0,0.0,12.0,0.0,11965.0,27.0,w,21789.16,21789.16,8350.32,8350.32,3735.84,4614.48,0.0,0.0,0.0,597.9,0.0,1.0,Individual,0.0,1129.0,35793.0,0.0,5.0,0.0,1.0,21.0,23828.0,55.0,0.0,2.0,2962.0,57.0,19200.0,1.0,0.0,1.0,3.0,2983.0,1810.0,74.1,0.0,0.0,131.0,111.0,16.0,16.0,0.0,16.0,12.0,0.0,3.0,5.0,3.0,4.0,14.0,7.0,13.0,5.0,12.0,0.0,0.0,0.0,0.0,88.0,33.3,0.0,0.0,62675.0,35793.0,7000.0,43475.0,N,N,high_risk
40000.0,0.1033,856.4,MORTGAGE,80000.0,Not Verified,n,17.74,0.0,0.0,28.0,0.0,7511.0,38.0,w,0.0,0.0,7222.52,7222.52,3678.38,3544.14,0.0,0.0,0.0,312.67,0.0,1.0,Joint App,0.0,0.0,30729.0,1.0,2.0,0.0,0.0,29.0,23218.0,60.0,3.0,3.0,2165.0,26.0,79000.0,0.0,1.0,2.0,3.0,1097.0,36637.0,13.6,0.0,0.0,303.0,303.0,6.0,6.0,0.0,6.0,1.0,0.0,11.0,19.0,14.0,15.0,10.0,26.0,28.0,19.0,28.0,0.0,0.0,0.0,3.0,94.4,7.1,0.0,0.0,117924.0,30729.0,42400.0,38924.0,N,N,high_risk
30000.0,0.16949999999999998,1068.84,RENT,100000.0,Source Verified,n,21.9,0.0,0.0,10.0,0.0,18223.0,14.0,f,0.0,0.0,2081.18,2081.18,645.09,1436.09,0.0,0.0,0.0,1068.84,0.0,1.0,Individual,0.0,392.0,60160.0,1.0,2.0,2.0,2.0,8.0,41937.0,87.0,1.0,1.0,6178.0,67.0,42000.0,2.0,0.0,3.0,3.0,6684.0,12484.0,58.2,0.0,0.0,9.0,183.0,3.0,3.0,0.0,3.0,8.0,0.0,3.0,5.0,3.0,4.0,2.0,8.0,12.0,5.0,10.0,0.0,0.0,0.0,3.0,85.7,0.0,0.0,0.0,90256.0,60160.0,29900.0,48256.0,N,N,high_risk
8175.0,0.20550000000000002,306.11,OWN,62000.0,Verified,n,20.27,0.0,1.0,9.0,0.0,18538.0,47.0,w,0.0,0.0,1298.99,1298.99,166.11,1007.88,0.0,125.0,22.5,0.0,0.0,1.0,Individual,0.0,0.0,34503.0,1.0,3.0,1.0,5.0,12.0,15965.0,79.0,2.0,3.0,11143.0,73.0,27000.0,1.0,10.0,4.0,8.0,4313.0,5035.0,78.6,0.0,0.0,127.0,352.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,4.0,4.0,12.0,27.0,6.0,20.0,4.0,9.0,0.0,0.0,0.0,3.0,95.7,66.7,0.0,0.0,47325.0,34503.0,23500.0,20325.0,N,N,high_risk
29775.0,0.1308,678.7,RENT,280000.0,Not Verified,n,13.93,0.0,1.0,9.0,1.0,26545.0,17.0,w,23620.91,23620.91,10815.93,10815.93,6154.09,4661.84,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,106476.0,1.0,3.0,0.0,2.0,19.0,79931.0,70.0,1.0,1.0,4238.0,61.0,48500.0,2.0,0.0,2.0,3.0,11831.0,9327.0,50.4,0.0,0.0,72.0,70.0,6.0,6.0,0.0,6.0,6.0,0.0,3.0,6.0,3.0,5.0,7.0,6.0,10.0,6.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,181473.0,106476.0,18800.0,132973.0,N,N,high_risk
6500.0,0.14300000000000002,223.11,OWN,25500.0,Not Verified,n,13.79,0.0,0.0,2.0,0.0,1159.0,6.0,w,0.0,0.0,2147.66,2147.66,1418.12,579.54,0.0,150.0,27.0,0.0,0.0,1.0,Individual,0.0,0.0,5727.0,0.0,1.0,0.0,1.0,14.0,4568.0,76.0,0.0,1.0,1159.0,71.0,2100.0,1.0,1.0,0.0,2.0,2864.0,941.0,55.2,0.0,0.0,160.0,257.0,19.0,14.0,0.0,40.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,8125.0,5727.0,2100.0,6025.0,N,N,high_risk
40000.0,0.124,1336.23,MORTGAGE,135000.0,Source Verified,n,20.36,2.0,0.0,14.0,0.0,61296.0,22.0,w,30806.29,30806.29,15311.56,15311.56,9193.71,6117.85,0.0,0.0,0.0,668.12,0.0,1.0,Individual,0.0,0.0,441251.0,0.0,3.0,1.0,2.0,9.0,81675.0,85.0,0.0,0.0,16403.0,88.0,63100.0,0.0,0.0,1.0,2.0,40114.0,1003.0,95.5,0.0,0.0,79.0,224.0,34.0,9.0,6.0,34.0,9.0,0.0,3.0,5.0,3.0,4.0,5.0,9.0,11.0,5.0,14.0,0.0,0.0,0.0,1.0,85.7,100.0,0.0,0.0,482651.0,142971.0,22500.0,99551.0,N,N,high_risk
26325.0,0.20550000000000002,985.73,RENT,170000.0,Source Verified,n,22.47,0.0,0.0,20.0,0.0,71129.0,36.0,w,0.0,0.0,6208.5,6208.5,1632.38,1264.7,0.0,3311.42,596.0556,0.0,0.0,1.0,Individual,0.0,0.0,104783.0,1.0,2.0,0.0,1.0,16.0,33654.0,80.0,2.0,4.0,12990.0,43.0,187500.0,1.0,0.0,2.0,5.0,5239.0,94269.0,42.4,0.0,0.0,80.0,240.0,4.0,4.0,0.0,7.0,7.0,0.0,12.0,14.0,13.0,17.0,5.0,18.0,31.0,14.0,20.0,0.0,0.0,0.0,2.0,100.0,7.7,0.0,0.0,250500.0,104783.0,163700.0,63000.0,N,N,high_risk
21275.0,0.14300000000000002,730.24,RENT,72000.0,Source Verified,n,19.98,0.0,1.0,28.0,1.0,14974.0,49.0,w,0.0,0.0,11071.07,11071.07,5567.73,2431.11,0.0,3072.23,553.0014,0.0,0.0,1.0,Individual,0.0,0.0,34065.0,2.0,2.0,0.0,1.0,19.0,19091.0,61.0,10.0,22.0,3381.0,34.0,66500.0,7.0,2.0,7.0,23.0,1217.0,20059.0,25.2,0.0,0.0,128.0,97.0,4.0,4.0,0.0,7.0,2.0,0.0,6.0,15.0,8.0,15.0,5.0,25.0,43.0,15.0,28.0,0.0,0.0,0.0,10.0,100.0,0.0,1.0,0.0,98964.0,34065.0,26800.0,31314.0,N,N,high_risk
10625.0,0.20550000000000002,284.76,OWN,56000.0,Not Verified,n,8.47,0.0,1.0,10.0,0.0,8585.0,11.0,w,0.0,0.0,2823.34,2823.34,717.31,2106.03,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,963.0,17417.0,2.0,1.0,1.0,1.0,10.0,8832.0,88.0,3.0,3.0,3397.0,43.0,30700.0,4.0,0.0,4.0,4.0,1742.0,22115.0,28.0,0.0,0.0,10.0,61.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,9.0,10.0,1.0,9.0,10.0,4.0,10.0,0.0,0.0,0.0,4.0,100.0,22.2,0.0,0.0,40700.0,17417.0,30700.0,10000.0,N,N,high_risk
23200.0,0.20550000000000002,868.72,RENT,200000.0,Source Verified,n,19.02,0.0,1.0,20.0,0.0,18090.0,39.0,w,0.0,0.0,8161.87,8161.87,2965.33,2220.5,0.0,2976.04,535.6872,868.72,0.0,1.0,Individual,0.0,0.0,117142.0,4.0,4.0,4.0,5.0,3.0,99052.0,89.0,8.0,10.0,7217.0,67.0,51300.0,1.0,3.0,5.0,15.0,6165.0,25510.0,41.5,0.0,0.0,148.0,229.0,3.0,3.0,0.0,3.0,2.0,2.0,11.0,11.0,12.0,19.0,10.0,16.0,29.0,11.0,20.0,0.0,0.0,0.0,12.0,97.4,16.7,0.0,0.0,163858.0,117142.0,43600.0,112558.0,N,N,high_risk
9800.0,0.1308,330.58,RENT,65000.0,Source Verified,n,24.34,0.0,1.0,14.0,0.0,11040.0,20.0,w,8170.6,8170.6,3022.16,3022.16,1629.4,1392.76,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,280.0,52482.0,4.0,3.0,2.0,3.0,8.0,41442.0,79.0,5.0,8.0,5526.0,52.0,47500.0,1.0,1.0,2.0,11.0,3749.0,21416.0,27.9,0.0,0.0,62.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,8.0,7.0,7.0,7.0,11.0,13.0,8.0,14.0,0.0,0.0,0.0,7.0,100.0,0.0,0.0,0.0,100071.0,52482.0,29700.0,52571.0,N,N,high_risk
10000.0,0.14300000000000002,234.25,OWN,65000.0,Not Verified,n,15.23,0.0,1.0,49.0,0.0,16066.0,65.0,w,0.0,0.0,916.88,916.88,349.39,567.49,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,23919.0,5.0,1.0,0.0,1.0,17.0,7853.0,79.0,11.0,19.0,4220.0,14.0,161300.0,1.0,0.0,4.0,20.0,498.0,86322.0,10.5,0.0,0.0,162.0,70.0,1.0,1.0,0.0,1.0,2.0,0.0,11.0,16.0,27.0,30.0,2.0,47.0,62.0,16.0,49.0,0.0,0.0,0.0,11.0,100.0,3.8,0.0,0.0,172874.0,23919.0,96800.0,10000.0,N,N,high_risk
19200.0,0.1612,676.16,RENT,120000.0,Source Verified,n,18.49,0.0,1.0,11.0,1.0,15868.0,16.0,w,0.0,0.0,5036.81,5036.81,2595.24,2441.57,0.0,0.0,0.0,1014.24,0.0,1.0,Individual,0.0,0.0,43601.0,2.0,5.0,2.0,4.0,6.0,27733.0,66.0,3.0,3.0,7746.0,63.0,27000.0,1.0,3.0,4.0,7.0,3964.0,8632.0,64.8,0.0,0.0,148.0,177.0,6.0,6.0,0.0,6.0,6.0,0.0,5.0,5.0,5.0,7.0,8.0,6.0,8.0,5.0,11.0,0.0,0.0,0.0,5.0,100.0,40.0,1.0,0.0,68772.0,43601.0,24500.0,41772.0,N,N,high_risk
17000.0,0.1033,551.18,MORTGAGE,85000.0,Not Verified,n,9.77,0.0,0.0,12.0,0.0,8017.0,17.0,w,10547.49,10547.49,8248.19,8248.19,6452.51,1795.68,0.0,0.0,0.0,551.18,0.0,1.0,Joint App,0.0,0.0,300273.0,1.0,1.0,0.0,1.0,15.0,13385.0,84.0,1.0,3.0,6531.0,46.0,31000.0,1.0,0.0,2.0,5.0,25023.0,16904.0,30.7,0.0,0.0,54.0,47.0,11.0,2.0,1.0,11.0,3.0,0.0,3.0,4.0,6.0,7.0,3.0,10.0,13.0,4.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,326292.0,21402.0,24400.0,16000.0,N,N,high_risk
5000.0,0.0756,155.67,RENT,26000.0,Not Verified,n,33.98,0.0,0.0,7.0,1.0,1651.0,11.0,w,0.0,0.0,1552.5,1552.5,1277.5,275.0,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,350.0,23049.0,1.0,2.0,0.0,2.0,15.0,21398.0,69.0,1.0,1.0,817.0,38.0,29300.0,2.0,0.0,0.0,3.0,3293.0,17899.0,7.7,0.0,0.0,97.0,415.0,6.0,6.0,0.0,26.0,15.0,0.0,2.0,4.0,2.0,2.0,5.0,5.0,6.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,60236.0,23049.0,19400.0,30936.0,N,N,high_risk
23400.0,0.2305,906.42,RENT,70000.0,Source Verified,n,12.45,0.0,0.0,8.0,0.0,16653.0,11.0,w,0.0,0.0,7191.43,7191.43,2940.36,4251.07,0.0,0.0,0.0,906.42,0.0,1.0,Individual,0.0,0.0,28277.0,0.0,0.0,0.0,1.0,15.0,11624.0,87.0,1.0,5.0,5232.0,83.0,20600.0,2.0,2.0,2.0,6.0,3535.0,3947.0,80.8,0.0,0.0,70.0,50.0,11.0,11.0,0.0,11.0,2.0,0.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,6.0,8.0,0.0,0.0,0.0,1.0,100.0,57.1,0.0,0.0,33907.0,28277.0,20600.0,13307.0,N,N,high_risk
20425.0,0.1612,498.0,RENT,109000.0,Not Verified,n,15.17,1.0,2.0,29.0,0.0,1965.0,40.0,w,16665.25,16665.25,7931.42,7931.42,3759.75,4171.67,0.0,0.0,0.0,498.0,0.0,1.0,Individual,0.0,0.0,46296.0,6.0,3.0,4.0,6.0,2.0,44331.0,98.0,6.0,9.0,1508.0,35.0,45600.0,6.0,1.0,4.0,15.0,1596.0,27135.0,6.8,0.0,0.0,28.0,44.0,2.0,2.0,0.0,2.0,0.0,0.0,6.0,6.0,15.0,16.0,7.0,26.0,32.0,6.0,29.0,0.0,0.0,0.0,10.0,97.5,0.0,0.0,0.0,109687.0,46296.0,29100.0,64087.0,N,N,high_risk
31900.0,0.20550000000000002,854.95,OWN,80000.0,Source Verified,n,33.53,0.0,0.0,13.0,0.0,51822.0,26.0,w,30384.53,30384.53,9558.68,9558.68,1515.47,8043.21,0.0,0.0,0.0,854.95,0.0,1.0,Individual,0.0,0.0,81280.0,0.0,2.0,1.0,1.0,11.0,29458.0,57.0,0.0,0.0,21870.0,73.0,59500.0,2.0,0.0,3.0,1.0,6773.0,5915.0,86.3,0.0,0.0,177.0,178.0,30.0,11.0,2.0,30.0,10.0,0.0,5.0,9.0,5.0,7.0,10.0,10.0,14.0,9.0,13.0,0.0,0.0,0.0,1.0,96.2,60.0,0.0,0.0,110895.0,81280.0,43100.0,51395.0,N,N,high_risk
19125.0,0.20550000000000002,512.57,RENT,70000.0,Not Verified,n,13.75,0.0,0.0,7.0,0.0,13511.0,11.0,w,0.0,0.0,6174.43,6174.43,1363.86,2180.46,0.0,2630.11,473.4198,0.0,0.0,1.0,Individual,0.0,0.0,26836.0,0.0,1.0,1.0,1.0,8.0,13325.0,93.0,0.0,0.0,5612.0,94.0,14100.0,1.0,0.0,1.0,1.0,3834.0,589.0,95.8,0.0,0.0,88.0,341.0,53.0,8.0,0.0,53.0,7.0,0.0,6.0,6.0,6.0,7.0,3.0,6.0,8.0,6.0,7.0,0.0,0.0,0.0,1.0,100.0,83.3,0.0,0.0,28500.0,26836.0,14100.0,14400.0,N,N,high_risk
